fecha,cantidad.incidente,cantidad_z1,cantidad_z2,cantidad_z3,cantidad_z4,cantidad_z5,cantidad_z6
2021-10-22,2,0,0,1,0,1,0
2021-10-23,0,0,0,0,0,0,0
2021-10-24,0,0,0,0,0,0,0
2021-10-25,6,1,1,4,0,0,0
2021-10-26,5,0,3,2,0,0,0
2021-10-27,3,1,0,2,0,0,0
2021-10-28,2,0,1,1,0,0,0
2021-10-29,2,0,0,0,0,1,1
2021-10-30,1,0,0,1,0,0,0
2021-10-31,0,0,0,0,0,0,0
2021-11-01,0,0,0,0,0,0,0
2021-11-02,13,2,1,8,0,2,0
2021-11-03,4,0,2,1,0,1,0
2021-11-04,3,0,0,1,0,2,0
2021-11-05,5,0,1,4,0,0,0
2021-11-06,1,0,1,0,0,0,0
2021-11-07,0,0,0,0,0,0,0
2021-11-08,5,0,0,2,0,2,1
2021-11-09,14,0,6,4,0,3,1
2021-11-10,15,1,6,1,0,6,1
2021-11-11,23,0,4,4,0,15,0
2021-11-12,6,1,2,0,0,3,0
2021-11-13,3,0,0,1,0,2,0
2021-11-14,0,0,0,0,0,0,0
2021-11-15,9,1,1,1,0,6,0
2021-11-16,5,0,0,0,0,4,1
2021-11-17,14,2,1,3,0,3,5
2021-11-18,16,4,2,2,0,4,4
2021-11-19,20,3,0,3,0,10,4
2021-11-20,5,2,0,1,0,2,0
2021-11-21,0,0,0,0,0,0,0
2021-11-22,30,9,0,7,0,4,10
2021-11-23,21,8,1,3,0,3,6
2021-11-24,13,4,0,2,0,3,4
2021-11-25,16,4,3,3,0,4,2
2021-11-26,21,3,3,8,0,3,4
2021-11-27,5,3,1,0,0,1,0
2021-11-28,0,0,0,0,0,0,0
2021-11-29,13,2,1,3,0,2,5
2021-11-30,14,3,1,4,0,5,1
2021-12-01,25,6,5,5,0,1,8
2021-12-02,17,3,5,6,0,1,2
2021-12-03,14,4,3,3,0,4,0
2021-12-04,3,0,1,1,0,1,0
2021-12-05,0,0,0,0,0,0,0
2021-12-06,13,4,4,2,0,3,0
2021-12-07,19,1,8,5,0,5,0
2021-12-08,0,0,0,0,0,0,0
2021-12-09,11,1,2,3,0,2,3
2021-12-10,13,4,3,4,0,1,1
2021-12-11,4,2,1,0,0,1,0
2021-12-12,0,0,0,0,0,0,0
2021-12-13,11,2,3,4,0,2,0
2021-12-14,11,3,2,1,0,3,2
2021-12-15,10,5,1,2,0,2,0
2021-12-16,7,1,0,1,0,5,0
2021-12-17,6,2,1,0,0,3,0
2021-12-18,3,1,1,1,0,0,0
2021-12-19,0,0,0,0,0,0,0
2021-12-20,12,3,2,3,0,2,2
2021-12-21,10,1,0,3,0,3,3
2021-12-22,14,7,1,2,0,2,2
2021-12-23,4,2,0,0,0,1,1
2021-12-24,1,1,0,0,0,0,0
2021-12-25,0,0,0,0,0,0,0
2021-12-26,0,0,0,0,0,0,0
2021-12-27,20,1,11,3,0,2,3
2021-12-28,17,3,5,4,1,3,1
2021-12-29,15,1,4,5,0,3,2
2021-12-30,7,1,2,0,0,3,1
2021-12-31,7,1,1,1,0,3,1
2022-01-01,0,0,0,0,0,0,0
2022-01-02,0,0,0,0,0,0,0
2022-01-03,27,4,2,3,0,13,5
2022-01-04,10,3,1,2,0,2,2
2022-01-05,24,2,0,3,0,3,16
2022-01-06,20,0,2,1,0,2,15
2022-01-07,23,4,3,2,0,0,14
2022-01-08,9,3,0,1,0,1,4
2022-01-09,0,0,0,0,0,0,0
2022-01-10,25,0,2,2,0,3,18
2022-01-11,24,4,3,1,0,6,10
2022-01-12,15,1,3,4,0,1,6
2022-01-13,17,2,1,4,0,2,8
2022-01-14,17,4,2,1,0,4,6
2022-01-15,7,2,0,1,0,2,2
2022-01-16,2,0,2,0,0,0,0
2022-01-17,19,3,3,1,0,1,11
2022-01-18,16,3,2,4,0,2,5
2022-01-19,13,2,2,3,0,2,4
2022-01-20,20,5,5,0,0,2,8
2022-01-21,15,2,5,3,0,0,5
2022-01-22,3,0,1,0,0,0,2
2022-01-23,0,0,0,0,0,0,0
2022-01-24,21,6,4,5,0,2,4
2022-01-25,18,1,3,2,0,4,8
2022-01-26,18,2,2,2,0,1,11
2022-01-27,18,1,3,6,0,2,6
2022-01-28,17,3,1,3,0,1,9
2022-01-29,7,4,0,0,0,1,2
2022-01-30,0,0,0,0,0,0,0
2022-01-31,44,5,4,14,0,6,15
2022-02-01,23,4,2,5,0,4,8
2022-02-02,27,3,4,4,0,0,16
2022-02-03,14,3,1,1,0,3,6
2022-02-04,26,0,6,7,0,5,8
2022-02-05,5,2,0,1,0,0,2
2022-02-06,0,0,0,0,0,0,0
2022-02-07,20,2,3,3,0,5,7
2022-02-08,24,2,3,3,0,6,10
2022-02-09,19,2,6,1,0,2,8
2022-02-10,25,2,11,2,0,3,7
2022-02-11,17,1,3,6,0,1,6
2022-02-12,6,2,2,0,0,1,1
2022-02-13,0,0,0,0,0,0,0
2022-02-14,31,3,4,7,0,3,14
2022-02-15,28,8,2,3,1,6,8
2022-02-16,14,1,7,1,0,1,4
2022-02-17,22,1,4,5,0,3,9
2022-02-18,16,4,2,1,0,3,6
2022-02-19,16,5,1,1,0,6,3
2022-02-20,0,0,0,0,0,0,0
2022-02-21,39,5,7,5,0,4,18
2022-02-22,37,9,5,5,0,8,10
2022-02-23,27,4,5,4,0,4,10
2022-02-24,15,2,0,4,0,6,3
2022-02-25,14,1,3,3,0,3,4
2022-02-26,11,2,1,1,0,0,7
2022-02-27,0,0,0,0,0,0,0
2022-02-28,27,1,0,7,0,3,16
2022-03-01,33,4,5,4,0,9,11
2022-03-02,30,6,5,7,0,3,9
2022-03-03,16,3,3,5,0,1,4
2022-03-04,22,8,9,2,0,2,1
2022-03-05,13,4,2,1,0,3,3
2022-03-06,0,0,0,0,0,0,0
2022-03-07,34,7,6,12,0,7,2
2022-03-08,44,9,3,21,0,9,2
2022-03-09,20,4,1,12,0,1,2
2022-03-10,21,5,3,5,0,2,6
2022-03-11,28,7,4,7,0,5,5
2022-03-12,6,1,1,1,0,2,1
2022-03-13,0,0,0,0,0,0,0
2022-03-14,29,8,4,6,0,7,4
2022-03-15,29,6,5,5,0,5,8
2022-03-16,40,2,5,6,0,18,9
2022-03-17,25,6,6,7,0,3,3
2022-03-18,21,9,2,4,0,4,2
2022-03-19,8,5,2,0,0,1,0
2022-03-20,0,0,0,0,0,0,0
2022-03-21,55,12,4,9,0,16,14
2022-03-22,41,10,6,12,0,6,7
2022-03-23,38,8,4,4,0,12,10
2022-03-24,66,18,7,8,0,22,11
2022-03-25,36,13,7,3,0,8,5
2022-03-26,11,4,1,1,1,1,3
2022-03-27,0,0,0,0,0,0,0
2022-03-28,28,6,4,7,0,6,5
2022-03-29,17,2,5,4,0,3,3
2022-03-30,20,4,0,6,0,5,5
2022-03-31,29,7,3,6,0,7,6
2022-04-01,12,1,4,0,1,1,5
2022-04-02,12,4,0,1,0,2,5
2022-04-03,1,1,0,0,0,0,0
2022-04-04,34,17,4,7,0,3,3
2022-04-05,13,0,0,1,0,5,7
2022-04-06,29,6,2,10,0,9,2
2022-04-07,40,8,4,5,1,12,10
2022-04-08,30,12,3,5,0,7,3
2022-04-09,6,2,0,1,0,3,0
2022-04-10,0,0,0,0,0,0,0
2022-04-11,37,4,6,8,0,15,4
2022-04-12,43,8,6,11,0,11,7
2022-04-13,27,2,5,3,0,10,7
2022-04-14,0,0,0,0,0,0,0
2022-04-15,0,0,0,0,0,0,0
2022-04-16,27,5,2,2,0,7,11
2022-04-17,0,0,0,0,0,0,0
2022-04-18,30,5,2,6,0,9,8
2022-04-19,21,4,4,2,0,4,7
2022-04-20,31,10,7,2,0,7,5
2022-04-21,11,1,1,3,0,4,2
2022-04-22,14,5,2,5,0,2,0
2022-04-23,7,1,1,1,0,2,2
2022-04-24,0,0,0,0,0,0,0
2022-04-25,30,8,2,4,0,7,9
2022-04-26,15,3,2,2,0,3,5
2022-04-27,14,4,4,0,0,4,2
2022-04-28,10,2,2,1,0,4,1
2022-04-29,16,5,2,3,0,1,5
2022-04-30,5,0,0,0,0,3,2
2022-05-01,0,0,0,0,0,0,0
2022-05-02,20,9,2,3,0,2,4
2022-05-03,19,3,5,3,0,3,5
2022-05-04,14,2,2,4,0,5,1
2022-05-05,18,2,5,5,0,4,2
2022-05-06,11,2,2,2,0,2,3
2022-05-07,3,0,0,1,0,2,0
2022-05-08,0,0,0,0,0,0,0
2022-05-09,13,1,4,2,0,4,2
2022-05-10,17,4,2,3,0,4,4
2022-05-11,19,3,4,3,0,6,3
2022-05-12,10,3,2,1,0,4,0
2022-05-13,16,1,7,0,0,6,2
2022-05-14,5,0,1,0,0,3,1
2022-05-15,0,0,0,0,0,0,0
2022-05-16,29,5,5,4,0,9,6
2022-05-17,51,8,3,6,0,11,23
2022-05-18,29,3,5,7,0,9,5
2022-05-19,15,2,2,2,0,6,3
2022-05-20,24,2,5,4,0,9,4
2022-05-21,9,2,4,0,0,1,2
2022-05-22,0,0,0,0,0,0,0
2022-05-23,19,4,3,3,0,5,4
2022-05-24,17,3,4,5,0,3,2
2022-05-25,31,5,7,3,0,10,6
2022-05-26,36,5,8,7,1,8,7
2022-05-27,21,6,3,6,0,1,5
2022-05-28,14,2,3,0,1,1,7
2022-05-29,1,0,0,1,0,0,0
2022-05-30,39,7,4,5,1,12,10
2022-05-31,26,6,2,6,0,5,7
2022-06-01,28,6,6,1,0,9,6
2022-06-02,22,4,4,4,1,3,6
2022-06-03,35,7,4,8,0,10,6
2022-06-04,9,4,1,1,0,1,2
2022-06-05,0,0,0,0,0,0,0
2022-06-06,31,6,3,3,1,11,7
2022-06-07,29,2,8,5,2,10,2
2022-06-08,17,2,1,11,0,2,1
2022-06-09,33,4,2,9,0,9,9
2022-06-10,21,3,3,4,0,5,6
2022-06-11,7,2,0,1,0,2,2
2022-06-12,0,0,0,0,0,0,0
2022-06-13,22,5,7,3,0,4,3
2022-06-14,24,4,2,3,0,13,2
2022-06-15,21,7,2,2,0,9,1
2022-06-16,39,5,5,6,0,11,12
2022-06-17,24,6,3,1,0,8,6
2022-06-18,9,1,2,1,0,2,3
2022-06-19,0,0,0,0,0,0,0
2022-06-20,27,9,6,4,0,3,5
2022-06-21,12,2,2,4,0,3,1
2022-06-22,27,1,4,10,0,4,8
2022-06-23,44,6,9,12,0,6,11
2022-06-24,25,4,3,7,0,6,5
2022-06-25,5,3,0,0,0,2,0
2022-06-26,0,0,0,0,0,0,0
2022-06-27,84,17,6,16,0,16,29
2022-06-28,30,7,2,5,0,12,4
2022-06-29,0,0,0,0,0,0,0
2022-06-30,27,8,3,4,0,8,4
2022-07-01,27,3,5,10,0,6,3
2022-07-02,21,5,3,1,0,7,5
2022-07-03,0,0,0,0,0,0,0
2022-07-04,35,7,9,8,0,7,4
2022-07-05,37,8,3,8,0,7,11
2022-07-06,35,5,5,10,0,9,6
2022-07-07,28,5,3,4,0,6,10
2022-07-08,30,5,5,5,0,8,7
2022-07-09,9,3,1,0,0,3,2
2022-07-10,0,0,0,0,0,0,0
2022-07-11,25,10,1,1,0,8,5
2022-07-12,33,10,4,4,0,11,4
2022-07-13,23,4,3,4,0,6,6
2022-07-14,31,3,7,2,0,13,6
2022-07-15,36,6,10,6,0,6,8
2022-07-16,19,6,3,2,0,4,4
2022-07-17,0,0,0,0,0,0,0
2022-07-18,55,12,6,12,0,16,9
2022-07-19,33,12,10,5,0,3,3
2022-07-20,31,5,4,8,0,6,8
2022-07-21,25,6,3,6,0,4,6
2022-07-22,15,3,4,3,0,4,1
2022-07-23,12,2,1,2,0,6,1
2022-07-24,0,0,0,0,0,0,0
2022-07-25,39,9,4,8,0,7,11
2022-07-26,33,3,4,13,0,7,6
2022-07-27,31,8,5,6,0,7,5
2022-07-28,0,0,0,0,0,0,0
2022-07-29,0,0,0,0,0,0,0
2022-07-30,10,2,1,0,0,6,1
2022-07-31,0,0,0,0,0,0,0
2022-08-01,23,1,2,5,0,7,8
2022-08-02,58,14,11,12,0,13,8
2022-08-03,31,6,9,4,0,5,7
2022-08-04,23,5,1,8,0,6,3
2022-08-05,26,5,3,7,0,8,3
2022-08-06,0,0,0,0,0,0,0
2022-08-07,0,0,0,0,0,0,0
2022-08-08,14,2,1,5,0,4,2
2022-08-09,26,8,2,6,0,6,4
2022-08-10,20,4,3,4,0,7,2
2022-08-11,42,9,10,5,1,9,8
2022-08-12,27,3,3,5,0,10,6
2022-08-13,11,3,2,3,0,2,1
2022-08-14,0,0,0,0,0,0,0
2022-08-15,29,10,6,5,0,6,2
2022-08-16,28,6,5,3,0,7,7
2022-08-17,25,4,3,7,0,7,4
2022-08-18,29,6,4,5,0,7,7
2022-08-19,27,6,8,2,0,7,4
2022-08-20,13,2,1,4,0,3,3
2022-08-21,0,0,0,0,0,0,0
2022-08-22,28,3,4,9,0,6,6
2022-08-23,19,3,5,4,0,4,3
2022-08-24,26,2,8,2,0,6,8
2022-08-25,22,7,3,5,1,2,4
2022-08-26,62,10,8,12,0,19,13
2022-08-27,8,4,1,1,0,1,1
2022-08-28,0,0,0,0,0,0,0
2022-08-29,36,7,6,4,0,9,10
2022-08-30,0,0,0,0,0,0,0
2022-08-31,59,13,6,11,0,20,9
2022-09-01,74,13,6,10,0,20,25
2022-09-02,34,9,4,8,0,4,9
2022-09-03,15,6,4,0,0,3,2
2022-09-04,0,0,0,0,0,0,0
2022-09-05,44,8,8,8,0,14,6
2022-09-06,36,10,5,7,0,9,5
2022-09-07,32,9,6,5,0,7,5
2022-09-08,33,11,6,3,1,6,6
2022-09-09,19,5,2,4,0,6,2
2022-09-10,2,2,0,0,0,0,0
2022-09-11,0,0,0,0,0,0,0
2022-09-12,25,5,4,4,1,6,5
2022-09-13,28,4,7,8,0,3,6
2022-09-14,17,5,5,2,0,2,3
2022-09-15,31,6,9,2,0,9,5
2022-09-16,25,8,6,3,0,4,4
2022-09-17,5,1,2,0,0,0,2
2022-09-18,0,0,0,0,0,0,0
2022-09-19,20,2,6,3,0,5,4
2022-09-20,34,9,9,5,0,4,7
2022-09-21,23,6,6,5,0,2,4
2022-09-22,26,4,3,3,0,9,7
2022-09-23,21,10,3,1,0,3,4
2022-09-24,5,1,0,2,0,1,1
2022-09-25,0,0,0,0,0,0,0
2022-09-26,32,6,10,5,0,7,4
2022-09-27,35,3,5,5,0,6,16
2022-09-28,18,8,4,2,0,2,2
2022-09-29,23,5,4,2,0,6,6
2022-09-30,28,7,6,7,0,3,5
2022-10-01,23,5,2,0,0,4,12
2022-10-02,0,0,0,0,0,0,0
2022-10-03,37,10,6,8,0,8,5
2022-10-04,36,12,6,2,0,7,9
2022-10-05,49,10,4,10,0,19,6
2022-10-06,34,6,4,7,0,14,3
2022-10-07,34,6,3,4,0,12,9
2022-10-08,0,0,0,0,0,0,0
2022-10-09,1,0,1,0,0,0,0
2022-10-10,39,6,6,4,0,16,7
2022-10-11,21,6,3,2,0,8,2
2022-10-12,35,6,11,5,0,11,2
2022-10-13,22,4,2,5,0,7,4
2022-10-14,17,2,3,2,0,5,5
2022-10-15,9,1,0,0,0,4,4
2022-10-16,0,0,0,0,0,0,0
2022-10-17,24,4,3,4,0,9,4
2022-10-18,33,6,3,9,0,6,9
2022-10-19,30,8,3,6,0,9,4
2022-10-20,25,6,3,6,0,9,1
2022-10-21,21,5,2,2,0,8,4
2022-10-22,9,2,2,1,0,2,2
2022-10-23,0,0,0,0,0,0,0
2022-10-24,23,8,2,3,0,7,3
2022-10-25,20,4,1,3,0,7,5
2022-10-26,25,4,2,9,0,7,3
2022-10-27,33,9,4,7,0,8,5
2022-10-28,31,8,3,4,0,7,9
2022-10-29,0,0,0,0,0,0,0
2022-10-30,0,0,0,0,0,0,0
2022-10-31,51,7,13,6,0,12,13
2022-11-01,0,0,0,0,0,0,0
2022-11-02,30,10,6,4,0,8,2
2022-11-03,31,11,3,6,0,9,2
2022-11-04,27,8,2,9,0,4,4
2022-11-05,15,5,1,3,0,4,2
2022-11-06,0,0,0,0,0,0,0
2022-11-07,16,1,2,4,0,4,5
2022-11-08,27,8,4,4,0,7,4
2022-11-09,22,5,1,4,0,9,3
2022-11-10,26,5,6,2,0,7,6
2022-11-11,40,7,13,7,0,7,6
2022-11-12,16,5,5,1,0,1,4
2022-11-13,0,0,0,0,0,0,0
2022-11-14,31,8,4,3,0,11,5
2022-11-15,20,4,2,5,0,4,5
2022-11-16,21,6,1,6,0,6,2
2022-11-17,17,6,2,1,0,3,5
2022-11-18,46,8,7,9,1,12,9
2022-11-19,9,0,4,0,0,4,1
2022-11-20,1,0,0,0,0,1,0
2022-11-21,27,7,3,6,0,8,3
2022-11-22,28,9,3,0,0,9,7
2022-11-23,23,6,5,0,1,6,5
2022-11-24,26,5,6,1,0,7,7
2022-11-25,28,10,7,3,0,3,5
2022-11-26,11,1,3,1,0,4,2
2022-11-27,1,1,0,0,0,0,0
2022-11-28,36,8,6,7,0,7,8
2022-11-29,32,8,5,5,0,6,8
2022-11-30,43,10,10,3,0,7,13
2022-12-01,23,3,3,3,0,8,6
2022-12-02,55,14,6,15,0,13,7
2022-12-03,3,2,0,1,0,0,0
2022-12-04,0,0,0,0,0,0,0
2022-12-05,24,11,4,3,0,2,4
2022-12-06,31,5,5,3,0,10,8
2022-12-07,30,2,9,3,0,9,7
2022-12-08,0,0,0,0,0,0,0
2022-12-09,0,0,0,0,0,0,0
2022-12-10,9,2,1,0,0,2,4
2022-12-11,0,0,0,0,0,0,0
2022-12-12,32,2,4,7,0,9,10
2022-12-13,21,2,7,4,0,5,3
2022-12-14,26,4,4,5,0,9,4
2022-12-15,33,7,10,8,0,6,2
2022-12-16,32,5,7,6,0,8,6
2022-12-17,11,1,2,2,0,1,5
2022-12-18,2,0,1,0,0,1,0
2022-12-19,26,3,6,7,0,7,3
2022-12-20,25,2,0,10,0,10,3
2022-12-21,15,1,2,7,0,4,1
2022-12-22,21,4,3,1,0,7,6
2022-12-23,20,2,3,6,0,2,7
2022-12-24,7,2,0,1,0,3,1
2022-12-25,0,0,0,0,0,0,0
2022-12-26,17,1,6,5,0,3,2
2022-12-27,31,6,3,11,0,6,5
2022-12-28,20,5,3,8,0,4,0
2022-12-29,25,2,3,4,0,12,4
2022-12-30,38,2,6,6,0,18,6
2022-12-31,14,3,4,2,0,3,2
2023-01-01,0,0,0,0,0,0,0
2023-01-02,26,5,4,7,0,4,6
2023-01-03,52,10,8,13,0,14,7
2023-01-04,51,12,11,6,0,11,11
2023-01-05,53,8,12,18,0,11,4
2023-01-06,54,15,11,8,0,13,7
2023-01-07,21,3,3,3,0,6,6
2023-01-08,0,0,0,0,0,0,0
2023-01-09,42,9,5,12,0,8,8
2023-01-10,30,10,1,7,0,8,4
2023-01-11,40,3,6,13,0,9,9
2023-01-12,41,11,6,10,0,8,6
2023-01-13,32,5,6,6,0,7,8
2023-01-14,8,2,2,0,0,3,1
2023-01-15,0,0,0,0,0,0,0
2023-01-16,40,10,7,7,1,8,7
2023-01-17,60,13,11,11,0,17,8
2023-01-18,59,8,14,6,0,15,16
2023-01-19,56,8,11,12,0,15,10
2023-01-20,65,6,13,12,0,18,16
2023-01-21,21,4,3,3,0,8,3
2023-01-22,0,0,0,0,0,0,0
2023-01-23,41,10,8,8,0,12,3
2023-01-24,63,12,14,15,2,10,10
2023-01-25,57,6,11,9,0,17,14
2023-01-26,47,12,9,7,0,9,10
2023-01-27,39,3,9,4,1,14,8
2023-01-28,12,5,3,2,0,0,2
2023-01-29,0,0,0,0,0,0,0
2023-01-30,70,12,10,15,0,20,13
2023-01-31,38,10,7,2,0,9,10
2023-02-01,34,7,2,12,0,8,5
2023-02-02,67,14,10,13,0,14,16
2023-02-03,67,10,10,13,0,21,13
2023-02-04,17,4,1,5,0,3,4
2023-02-05,0,0,0,0,0,0,0
2023-02-06,80,13,16,12,0,19,20
2023-02-07,69,13,10,9,0,20,17
2023-02-08,69,9,14,14,0,18,14
2023-02-09,30,10,2,3,0,8,7
2023-02-10,58,11,11,8,0,13,15
2023-02-11,19,4,3,3,0,4,5
2023-02-12,0,0,0,0,0,0,0
2023-02-13,56,7,10,9,1,20,9
2023-02-14,57,5,8,13,0,15,16
2023-02-15,59,13,11,8,0,20,7
2023-02-16,72,15,14,13,0,21,9
2023-02-17,41,8,12,1,0,10,10
2023-02-18,19,4,5,1,0,3,6
2023-02-19,0,0,0,0,0,0,0
2023-02-20,42,10,9,5,0,11,7
2023-02-21,41,9,4,8,0,10,10
2023-02-22,48,6,11,8,0,14,9
2023-02-23,29,3,7,4,0,8,7
2023-02-24,37,5,6,6,0,10,10
2023-02-25,9,2,3,0,0,3,1
2023-02-26,0,0,0,0,0,0,0
2023-02-27,35,5,7,3,0,11,9
2023-02-28,35,4,3,9,0,9,10
2023-03-01,28,6,4,3,0,7,8
2023-03-02,26,2,7,1,0,10,6
2023-03-03,32,4,5,2,0,11,10
2023-03-04,10,1,1,1,0,1,6
2023-03-05,0,0,0,0,0,0,0
2023-03-06,18,3,2,2,0,8,3
2023-03-07,14,4,3,4,0,0,3
2023-03-08,24,1,6,6,0,8,3
2023-03-09,18,1,4,1,0,5,7
2023-03-10,16,2,4,4,0,5,1
2023-03-11,7,2,0,0,0,0,5
2023-03-12,0,0,0,0,0,0,0
2023-03-13,18,4,2,3,0,5,4
2023-03-14,23,7,4,4,1,1,6
2023-03-15,13,1,3,2,0,4,3
2023-03-16,14,2,8,1,0,2,1
2023-03-17,21,3,0,4,0,9,5
2023-03-18,19,1,2,8,0,5,3
2023-03-19,0,0,0,0,0,0,0
2023-03-20,29,4,5,2,0,11,7
2023-03-21,47,6,6,15,0,10,10
2023-03-22,35,4,4,10,0,14,3
2023-03-23,17,4,4,4,0,4,1
2023-03-24,10,1,2,0,0,4,3
2023-03-25,1,1,0,0,0,0,0
2023-03-26,0,0,0,0,0,0,0
2023-03-27,29,7,7,6,0,5,4
2023-03-28,42,6,12,2,0,13,9
2023-03-29,25,3,2,7,1,7,5
2023-03-30,20,4,1,6,0,8,1
2023-03-31,26,4,3,3,0,10,6
2023-04-01,8,1,2,1,0,3,1
2023-04-02,0,0,0,0,0,0,0
2023-04-03,13,2,6,2,0,1,2
2023-04-04,5,1,1,1,0,1,1
2023-04-05,9,1,2,1,0,4,1
2023-04-06,0,0,0,0,0,0,0
2023-04-07,0,0,0,0,0,0,0
2023-04-08,9,2,1,3,0,2,1
2023-04-09,0,0,0,0,0,0,0
2023-04-10,12,1,3,2,0,2,4
2023-04-11,30,5,4,6,0,7,8
2023-04-12,29,4,4,4,0,11,6
2023-04-13,24,5,6,1,0,7,5
2023-04-14,14,4,0,3,0,5,2
2023-04-15,3,1,2,0,0,0,0
2023-04-16,0,0,0,0,0,0,0
2023-04-17,15,4,2,0,0,7,2
2023-04-18,13,2,1,1,0,8,1
2023-04-19,19,5,2,4,0,6,2
2023-04-20,15,2,1,4,0,6,2
2023-04-21,13,6,0,1,0,6,0
2023-04-22,21,3,2,1,0,7,8
2023-04-23,0,0,0,0,0,0,0
2023-04-24,7,0,2,1,0,2,2
2023-04-25,12,3,1,3,0,3,2
2023-04-26,2,0,0,2,0,0,0
2023-04-27,5,1,2,1,0,1,0
2023-04-28,8,1,2,0,0,5,0
2023-04-29,1,0,0,0,0,0,1
2023-04-30,0,0,0,0,0,0,0
2023-05-01,0,0,0,0,0,0,0
2023-05-02,4,0,2,0,0,2,0
2023-05-03,1,0,0,0,0,1,0
2023-05-04,3,0,0,0,0,1,2
2023-05-05,3,0,0,0,0,1,2
2023-05-06,1,1,0,0,0,0,0
2023-05-07,0,0,0,0,0,0,0
2023-05-08,6,1,0,1,0,2,2
2023-05-09,1,1,0,0,0,0,0
2023-05-10,7,3,1,1,0,1,1
2023-05-11,7,4,0,2,0,0,1
2023-05-12,4,1,2,0,0,0,1
2023-05-13,0,0,0,0,0,0,0
2023-05-14,0,0,0,0,0,0,0
2023-05-15,3,0,2,0,0,0,1
2023-05-16,1,0,0,1,0,0,0
2023-05-17,3,1,1,0,0,0,1
2023-05-18,4,0,0,1,0,2,1
2023-05-19,2,1,1,0,0,0,0
2023-05-20,3,0,0,1,0,2,0
2023-05-21,0,0,0,0,0,0,0
2023-05-22,15,5,0,2,0,4,4
2023-05-23,20,5,2,0,0,9,4
